Store,Country,Region,Order_Date,Item,Salesperson,List Price,Actual Price,Discount %
Capetown,South Africa,EMEA,27-06-2017,Dishwasher,Thomas Davies,500,480,4.00%
Capetown,South Africa,EMEA,09-02-2018,Vacuum Cleaner,Lucy Downs,250,243,2.80%
Tijuana,Mexico,LATAM,17-02-2017,Refrigerator,Emily Brierley,1000,950,5.00%
Jerusalem,Israel,EMEA,05-03-2017,Blender,David Hubble,50,47,6.00%
Los Angeles,USA,NA,28-09-2014,Iron,Chandrakant Atkins,30,27,10.00%
Madria,Spain,EMEA,21-03-2018,Iron,Roy Nunes,30,29,3.33%
Bucharest,Romania,EMEA,31-10-2018,Microwave,Dell Lockwood,80,76,5.00%
Bucharest,Romania,EMEA,05-01-2018,Coffee grinder,Alan Grant,70,69,1.43%
Seattle,USA,NA,15-01-2016,Microwave,Richard Anderson,80,76,5.00%
Tel Aviv,Israel,EMEA,26-10-2015,Dishwasher,Richard McGrath,500,430,14.00%
Capetown,South Africa,EMEA,15-05-2018,Iron,Stuart Anderson,30,28,6.67%
Tokyo,Japan,APAC,18-10-2016,Toaster,Rose Rowntree,50,45,10.00%
Tokyo,Japan,APAC,15-02-2014,Coffee grinder,Rachel Deignan,70,57,18.57%
Buenos Aires,Argentina,LATAM,23-06-2016,Refrigerator,Simon Snape,1000,730,27.00%
Bogota,Columbia,LATAM,21-06-2017,Refrigerator,Russell Thorley,1000,710,29.00%
London,UK,EMEA,01-08-2017,Dishwasher,Philip Dewar,500,500,0.00%
Bogota,Columbia,LATAM,13-05-2017,Air conditioner,Shelley Mannix,700,693,1.00%
New York,USA,NA,15-12-2014,Microwave,Barbara Turner,80,56,30.00%
Guangzhou,China,APAC,23-06-2014,Iron,Mark Searle,30,27,10.00%
Mexico City,Mexico,LATAM,17-06-2014,Coffee grinder,Malcolm Griffith,70,67,4.29%
New York,USA,NA,18-11-2015,Blender,Robert Salisbury,50,33,34.00%
Kuala Lumpur,Malaysia,APAC,25-08-2014,Microwave,Harold Lunn,80,78,2.50%
Tijuana,Mexico,LATAM,16-02-2015,Toaster,Gillian Allnutt,50,49,2.00%
Warsaw,Poland,EMEA,13-02-2018,Microwave,Gary Mistry,80,69,13.75%
Dubai,UAE,EMEA,11-09-2015,Blender,Ernie Dyer,50,32,36.00%
Tijuana,Mexico,LATAM,09-01-2016,Refrigerator,Stephen Carlin,1000,580,42.00%
Madria,Spain,EMEA,25-06-2016,Air conditioner,Howard Jones,700,609,13.00%
Paris,France,EMEA,10-04-2017,Dishwasher,Caroline Eccles,500,480,4.00%
Tel Aviv,Israel,EMEA,13-09-2016,Blender,David Isaacs,50,45,10.00%
Osaka,Japan,APAC,09-06-2016,Toaster,Neil McAvoy,50,37,26.00%
Birmingham,UK,EMEA,10-06-2016,Dishwasher,Johanna Collins,500,455,9.00%
Riyadh,Saudi Arabia,EMEA,03-09-2016,Blender,Jodie Fairhurst,50,43,14.00%
London,UK,EMEA,06-10-2017,Refrigerator,Ian Borowski,1000,780,22.00%
Cairo,Egypt,EMEA,17-09-2017,Refrigerator,David Amos,1000,670,33.00%
Toronto,Canada,NA,14-10-2015,Microwave,Jordan Andrews,80,77,3.75%
Tijuana,Mexico,LATAM,03-09-2017,Iron,Ryan Pearce,30,29,3.33%
Tokyo,Japan,APAC,16-04-2014,Vacuum Cleaner,Ken Mishra,250,225,10.00%
Berlin,Germany,EMEA,11-09-2018,Vacuum Cleaner,Jacqueline Clamp,250,228,8.80%
Vienna,Austria,EMEA,04-07-2014,Vacuum Cleaner,Paul Drage,250,225,10.00%
Vienna,Austria,EMEA,23-10-2017,Iron,Paul Munday,30,28,6.67%
Toronto,Canada,NA,09-11-2018,Microwave,Alison Storey,80,72,10.00%
Shanghai,China,APAC,01-07-2014,Coffee grinder,Jonathan Will,70,62,11.43%
Prague,Czech Republic,EMEA,06-01-2018,Blender,Christopher Lloyd,50,31,38.00%
Warsaw,Poland,EMEA,04-06-2015,Vacuum Cleaner,Valerie Brown,250,190,24.00%
Ho Chi Minh City,Vietnam,APAC,17-04-2016,Microwave,Michael Bell,80,78,2.50%
Osaka,Japan,APAC,27-02-2014,Air conditioner,Selwyn Kitching,700,651,7.00%
Vienna,Austria,EMEA,27-01-2018,Microwave,Raymond Denning,80,70,12.50%
San Fransisco,USA,NA,20-09-2014,Coffee grinder,Saffron Cruse,70,64,8.57%
Athens,Greece,EMEA,21-06-2018,Iron,Martin Timmins,30,30,0.00%
Bangalore,India,APAC,24-11-2014,Oven,Stuart Hunter,500,490,2.00%
Paris,France,EMEA,10-10-2017,Ceiling fan,Barry Smith,150,138,8.00%
Bogota,Columbia,LATAM,04-10-2017,Vacuum Cleaner,David Finnie,250,235,6.00%
Shenzhen,China,APAC,18-04-2015,Oven,Edward Jenkins,500,500,0.00%
Tel Aviv,Israel,EMEA,29-01-2017,Washing Machine,Frances Weller,800,616,23.00%
Dubai,UAE,EMEA,28-10-2016,Washing Machine,Brenda Lightfoot,800,664,17.00%
Jerusalem,Israel,EMEA,28-03-2014,Oven,Fiona Johnson,500,500,0.00%
Dubai,UAE,EMEA,11-10-2017,Toaster,Roy Connelly,50,46,8.00%
Shenzhen,China,APAC,16-01-2016,Ceiling fan,Caroline Gee,150,138,8.00%
Shanghai,China,APAC,31-01-2014,Iron,Michelle Murray,30,28,6.67%
Buenos Aires,Argentina,LATAM,04-01-2016,Blender,Brendon Sykes,50,49,2.00%
New York,USA,NA,15-11-2018,Iron,Andrew Jones,30,29,3.33%
Bangalore,India,APAC,22-07-2017,Vacuum Cleaner,Paul Benton,250,238,4.80%
Istanbul,Turkey,EMEA,10-05-2018,Microwave,Mark Holmes,80,80,0.00%
Paris,France,EMEA,25-10-2016,Oven,Christopher Griffith,500,495,1.00%
Bangkok,Thailand,APAC,20-05-2015,Ceiling fan,Carol Cormack,150,146,2.67%
Dublin,Ireland,EMEA,05-12-2016,Microwave,Andrew Phillips,80,70,12.50%
Moscow,Russia,EMEA,22-01-2015,Refrigerator,Rita Hill,1000,970,3.00%
San Fransisco,USA,NA,22-12-2014,Refrigerator,Saffron Cruse,1000,690,31.00%
Toronto,Canada,NA,12-02-2016,Toaster,Alison Storey,50,43,14.00%
Rome,Italy,EMEA,04-03-2014,Refrigerator,Steven Bell,1000,650,35.00%
Paris,France,EMEA,13-07-2017,Refrigerator,Rory Bullion,1000,520,48.00%
Moscow,Russia,EMEA,10-01-2017,Ceiling fan,Zulfiqar Mirza,150,149,0.67%
Chicago,USA,NA,27-01-2015,Air conditioner,Derek Anderson,700,665,5.00%
San Fransisco,USA,NA,18-05-2015,Air conditioner,Gary Acheampong,700,560,20.00%
Guangzhou,China,APAC,16-09-2016,Toaster,Abdul Amos,50,44,12.00%
San Fransisco,USA,NA,02-02-2016,Refrigerator,James Scott,1000,760,24.00%
Kansas City,USA,NA,03-12-2016,Vacuum Cleaner,Nicola Wright,250,228,8.80%
Capetown,South Africa,EMEA,11-07-2017,Vacuum Cleaner,Lucy Downs,250,248,0.80%
Bogota,Columbia,LATAM,20-03-2014,Toaster,Paul Puri,50,39,22.00%
Bucharest,Romania,EMEA,23-01-2014,Vacuum Cleaner,Kevin Ross,250,248,0.80%
Madria,Spain,EMEA,17-09-2016,Vacuum Cleaner,Paul Long,250,250,0.00%
Seattle,USA,NA,05-05-2017,Toaster,John Hetherington,50,48,4.00%
Amsterdam,Netherlands,EMEA,20-01-2016,Refrigerator,Ian Christian,1000,590,41.00%
London,UK,EMEA,26-04-2017,Microwave,Nicola Williams,80,76,5.00%
Lima,Peru,LATAM,23-09-2014,Dishwasher,Rachel Howard,500,480,4.00%
Rome,Italy,EMEA,11-02-2016,Washing Machine,Michael Toy,800,720,10.00%
Bangkok,Thailand,APAC,01-09-2018,Coffee grinder,Alan Procter,70,69,1.43%
Tel Aviv,Israel,EMEA,19-12-2016,Coffee grinder,Deanna Wang,70,60,14.29%
Santiago,Chile,LATAM,20-03-2015,Toaster,Richard James,50,44,12.00%
Kuala Lumpur,Malaysia,APAC,18-06-2018,Microwave,Ian Baker,80,74,7.50%
Capetown,South Africa,EMEA,13-02-2018,Coffee grinder,Nicholas Holloway,70,68,2.86%
Dubai,UAE,EMEA,19-03-2016,Coffee grinder,Rachel Clayton,70,66,5.71%
Mexico City,Mexico,LATAM,29-10-2017,Ceiling fan,Jeremy Morrow,150,144,4.00%
Ho Chi Minh City,Vietnam,APAC,25-12-2016,Coffee grinder,Irene Skiba,70,65,7.14%
Guangzhou,China,APAC,21-04-2014,Refrigerator,Abdul Amos,1000,630,37.00%
Rome,Italy,EMEA,15-11-2015,Ceiling fan,Michael Toy,150,113,24.67%
Amsterdam,Netherlands,EMEA,30-01-2015,Oven,Allyson Parker,500,490,2.00%
Seattle,USA,NA,21-05-2016,Toaster,Derek Harris,50,46,8.00%
Cairo,Egypt,EMEA,16-07-2016,Air conditioner,Valerie Pereira,700,672,4.00%
Capetown,South Africa,EMEA,08-05-2017,Blender,Lucy Downs,50,48,4.00%
Tokyo,Japan,APAC,27-04-2014,Oven,Steven Douglas,500,490,2.00%
Bogota,Columbia,LATAM,11-03-2015,Coffee grinder,Paul Puri,70,58,17.14%
Warsaw,Poland,EMEA,14-02-2016,Coffee grinder,Barbara McDevitt,70,60,14.29%
Buenos Aires,Argentina,LATAM,05-09-2014,Washing Machine,Nicola Nathan,800,688,14.00%
Paris,France,EMEA,26-02-2015,Vacuum Cleaner,Rory Bullion,250,155,38.00%
Athens,Greece,EMEA,10-08-2014,Air conditioner,Sarah Chadwick,700,504,28.00%
Paris,France,EMEA,16-04-2014,Air conditioner,Rory Bullion,700,511,27.00%
Sao Paolo,Brazil,LATAM,14-08-2018,Vacuum Cleaner,Richard Kay,250,250,0.00%
Madria,Spain,EMEA,27-05-2018,Toaster,Roy Lloyd,50,50,0.00%
Riyadh,Saudi Arabia,EMEA,14-04-2016,Ceiling fan,Victoria Sherwin,150,135,10.00%
Istanbul,Turkey,EMEA,11-11-2017,Coffee grinder,Ian McCartan,70,68,2.86%
Los Angeles,USA,NA,01-04-2015,Refrigerator,Ellen Lillie,1000,680,32.00%
Dublin,Ireland,EMEA,30-07-2014,Coffee grinder,James Carley,70,65,7.14%
Rome,Italy,EMEA,28-09-2017,Washing Machine,Michael Toy,800,488,39.00%
Kansas City,USA,NA,02-03-2016,Iron,Xun Simms,30,27,10.00%
Lima,Peru,LATAM,11-08-2014,Washing Machine,Lloyd Norton,800,448,44.00%
Bogota,Columbia,LATAM,23-03-2018,Iron,Ronald Curtis,30,29,3.33%
Buenos Aires,Argentina,LATAM,24-05-2018,Air conditioner,Stuart Brown,700,651,7.00%
Bogota,Columbia,LATAM,08-11-2016,Dishwasher,Ronald Curtis,500,470,6.00%
Seattle,USA,NA,18-04-2018,Coffee grinder,Susan Toye,70,67,4.29%
Paris,France,EMEA,03-11-2018,Air conditioner,Ketan Bryan,700,637,9.00%
Toronto,Canada,NA,13-05-2015,Refrigerator,Jordan Andrews,1000,680,32.00%
Seoul,South Korea,APAC,04-07-2016,Air conditioner,Mark Brook,700,693,1.00%
Tijuana,Mexico,LATAM,20-10-2014,Oven,Paul Salmon,500,495,1.00%
Santiago,Chile,LATAM,17-04-2017,Toaster,Karen Hopewell,50,46,8.00%
Toronto,Canada,NA,06-11-2018,Blender,Alison Storey,50,49,2.00%
Tokyo,Japan,APAC,01-03-2017,Dishwasher,Ken Mishra,500,455,9.00%
Riyadh,Saudi Arabia,EMEA,26-07-2016,Oven,Daniel Battersby,500,490,2.00%
Toronto,Canada,NA,15-01-2016,Blender,Jordan Andrews,50,47,6.00%
Athens,Greece,EMEA,04-02-2015,Air conditioner,David Walker,700,665,5.00%
Tijuana,Mexico,LATAM,10-06-2018,Blender,Stephen Carlin,50,43,14.00%
London,UK,EMEA,26-07-2017,Vacuum Cleaner,Claire Brooks,250,243,2.80%
Berlin,Germany,EMEA,03-12-2016,Microwave,Natasha Carvalho,80,79,1.25%
Capetown,South Africa,EMEA,15-07-2014,Vacuum Cleaner,Marcus Jacob,250,230,8.00%
Toronto,Canada,NA,24-06-2017,Coffee grinder,James Hammond,70,67,4.29%
Tel Aviv,Israel,EMEA,27-12-2018,Vacuum Cleaner,Rebecca Delo,250,213,14.80%
Prague,Czech Republic,EMEA,17-07-2018,Microwave,Nick Denny,80,79,1.25%
Dublin,Ireland,EMEA,29-11-2016,Refrigerator,Gwyn Taylor,1000,700,30.00%
Shanghai,China,APAC,07-03-2016,Dishwasher,Jonathan Will,500,445,11.00%
Bangalore,India,APAC,12-04-2017,Blender,Delia Muhammad,50,47,6.00%
Madria,Spain,EMEA,15-03-2014,Ceiling fan,Philip Sutherland,150,131,12.67%
Madria,Spain,EMEA,15-03-2018,Air conditioner,Paul Long,700,616,12.00%
Tokyo,Japan,APAC,23-11-2018,Toaster,Basil Bell,50,46,8.00%
Seoul,South Korea,APAC,23-04-2018,Dishwasher,Steven Wood,500,480,4.00%
Osaka,Japan,APAC,01-04-2015,Blender,Tracy Stanley,50,47,6.00%
London,UK,EMEA,05-07-2015,Ceiling fan,Francis Godden,150,146,2.67%
Paris,France,EMEA,12-10-2016,Coffee grinder,Nicole Ford,70,67,4.29%
Seoul,South Korea,APAC,14-12-2017,Oven,Mark Towey,500,495,1.00%
Ho Chi Minh City,Vietnam,APAC,30-08-2014,Coffee grinder,Ken Rogerson,70,57,18.57%
Cairo,Egypt,EMEA,09-07-2018,Blender,Basil Bain,50,47,6.00%
Madria,Spain,EMEA,01-07-2014,Ceiling fan,Howard Jones,150,125,16.67%
Sydney,Australia,APAC,03-11-2015,Toaster,William Martin,50,34,32.00%
Shenzhen,China,APAC,03-02-2014,Air conditioner,Alastair Mills,700,539,23.00%
Santiago,Chile,LATAM,25-01-2017,Air conditioner,Jason Edmund,700,693,1.00%
Moscow,Russia,EMEA,21-11-2018,Ceiling fan,Rita Hill,150,147,2.00%
Amsterdam,Netherlands,EMEA,03-07-2014,Blender,Julia Ferguson,50,42,16.00%
Istanbul,Turkey,EMEA,24-10-2016,Blender,Bryan Mason,50,44,12.00%
Jerusalem,Israel,EMEA,04-05-2018,Blender,Susan Carley,50,49,2.00%
Moscow,Russia,EMEA,26-08-2018,Microwave,Dermot Bailey,80,78,2.50%
Chicago,USA,NA,19-11-2017,Blender,Heather McGill,50,48,4.00%
New York,USA,NA,13-02-2018,Ceiling fan,Simon Hirst,150,147,2.00%
London,UK,EMEA,13-08-2015,Refrigerator,Nicola Williams,1000,620,38.00%
Berlin,Germany,EMEA,13-02-2018,Oven,John Gunter,500,495,1.00%
Shanghai,China,APAC,30-03-2018,Blender,Jonathan Will,50,47,6.00%
Tokyo,Japan,APAC,27-07-2016,Washing Machine,David Gow,800,744,7.00%
Tijuana,Mexico,LATAM,12-08-2017,Dishwasher,Richard Allnutt,500,490,2.00%
Amsterdam,Netherlands,EMEA,18-04-2015,Washing Machine,Donald Barratt,800,576,28.00%
Paris,France,EMEA,18-06-2018,Dishwasher,Darren Webb,500,455,9.00%
Buenos Aires,Argentina,LATAM,07-08-2014,Ceiling fan,Ronald Rowlands,150,135,10.00%
Moscow,Russia,EMEA,30-04-2018,Oven,Darren Brooks,500,490,2.00%
Kuala Lumpur,Malaysia,APAC,08-06-2014,Oven,Valerie Hook,500,495,1.00%
Riyadh,Saudi Arabia,EMEA,23-05-2017,Blender,Danny Brooks,50,45,10.00%
Mexico City,Mexico,LATAM,13-09-2017,Iron,James Anthony,30,28,6.67%
Bucharest,Romania,EMEA,20-02-2018,Washing Machine,Kevin Ross,800,472,41.00%
Paris,France,EMEA,15-03-2017,Refrigerator,Ketan Bryan,1000,680,32.00%
Berlin,Germany,EMEA,24-02-2017,Ceiling fan,Jacqueline Clamp,150,150,0.00%
Buenos Aires,Argentina,LATAM,17-11-2017,Iron,Ian Grant,30,28,6.67%
Tijuana,Mexico,LATAM,06-06-2017,Dishwasher,Richard Foy,500,450,10.00%
Dublin,Ireland,EMEA,12-08-2017,Ceiling fan,Gwyn Taylor,150,149,0.67%
Tijuana,Mexico,LATAM,10-08-2015,Microwave,Timothy Younger,80,53,33.75%
Moscow,Russia,EMEA,14-08-2017,Dishwasher,Alexander Hillier,500,480,4.00%
Sao Paolo,Brazil,LATAM,12-01-2016,Dishwasher,Zoe Munday,500,495,1.00%
Moscow,Russia,EMEA,03-01-2014,Blender,Diane Batty,50,48,4.00%
Bogota,Columbia,LATAM,27-11-2014,Toaster,Lisa Manning,50,45,10.00%
Buenos Aires,Argentina,LATAM,15-05-2016,Microwave,Nicola Nathan,80,74,7.50%
Rome,Italy,EMEA,26-04-2016,Washing Machine,Steven Bell,800,592,26.00%
Jerusalem,Israel,EMEA,14-12-2016,Microwave,John Bond,80,74,7.50%
Berlin,Germany,EMEA,19-05-2015,Iron,John Gunter,30,20,33.33%
Lima,Peru,LATAM,01-06-2017,Ceiling fan,Christopher Cresswell,150,138,8.00%
Riyadh,Saudi Arabia,EMEA,24-11-2018,Iron,Victoria Sherwin,30,30,0.00%
Warsaw,Poland,EMEA,01-04-2016,Vacuum Cleaner,Anthony Connolly,250,225,10.00%
Moscow,Russia,EMEA,10-03-2018,Ceiling fan,Zulfiqar Mirza,150,143,4.67%
Dublin,Ireland,EMEA,01-04-2015,Air conditioner,Robert Harris,700,679,3.00%
Dubai,UAE,EMEA,11-08-2014,Oven,Frank Murray,500,495,1.00%
Kansas City,USA,NA,17-09-2014,Dishwasher,Ronnette Stocks,500,400,20.00%
Seattle,USA,NA,15-05-2018,Toaster,Richard Anderson,50,48,4.00%
Tel Aviv,Israel,EMEA,17-06-2015,Iron,Steven Green,30,19,36.67%
Berlin,Germany,EMEA,17-04-2014,Iron,Jacqueline Clamp,30,22,26.67%
Istanbul,Turkey,EMEA,07-03-2017,Oven,David Philp,500,500,0.00%
Kansas City,USA,NA,27-07-2017,Toaster,Nicola Wright,50,50,0.00%
Seoul,South Korea,APAC,04-08-2014,Blender,Kevin Long,50,50,0.00%
Los Angeles,USA,NA,01-12-2016,Refrigerator,Rita Jenkins,1000,710,29.00%
Berlin,Germany,EMEA,29-11-2018,Microwave,Paul Mannion,80,74,7.50%
Tel Aviv,Israel,EMEA,28-03-2016,Blender,David Isaacs,50,50,0.00%
Los Angeles,USA,NA,16-04-2014,Vacuum Cleaner,Heather Beck,250,208,16.80%
Osaka,Japan,APAC,02-03-2017,Blender,Jill Thompson,50,46,8.00%
Jerusalem,Israel,EMEA,11-02-2015,Washing Machine,Barbara Scott,800,744,7.00%
Bangkok,Thailand,APAC,14-04-2017,Microwave,Carol Cormack,80,76,5.00%
Seoul,South Korea,APAC,03-06-2017,Ceiling fan,Roger Scott,150,146,2.67%
Shanghai,China,APAC,12-11-2018,Dishwasher,Glenys Raymond,500,475,5.00%
Madria,Spain,EMEA,16-11-2016,Microwave,Roy Lloyd,80,68,15.00%
Bucharest,Romania,EMEA,19-08-2015,Oven,Dell Lockwood,500,500,0.00%
Vienna,Austria,EMEA,02-03-2014,Vacuum Cleaner,Baljinder Anderson,250,243,2.80%
Sao Paolo,Brazil,LATAM,23-04-2016,Refrigerator,Stephen Smith,1000,500,50.00%
Mexico City,Mexico,LATAM,12-09-2018,Refrigerator,Catherine Rahman,1000,700,30.00%
Dubai,UAE,EMEA,28-04-2018,Microwave,Marie Whitfield,80,58,27.50%
Amsterdam,Netherlands,EMEA,14-03-2015,Washing Machine,Christopher Hurren,800,664,17.00%
London,UK,EMEA,11-02-2014,Coffee grinder,Claire Brooks,70,69,1.43%
Tijuana,Mexico,LATAM,11-11-2014,Blender,Stephen Carlin,50,50,0.00%
Kuala Lumpur,Malaysia,APAC,19-02-2014,Microwave,Ian Baker,80,75,6.25%
Moscow,Russia,EMEA,20-05-2017,Microwave,Diane Batty,80,76,5.00%
Bangalore,India,APAC,19-05-2015,Vacuum Cleaner,Stuart Hunter,250,190,24.00%
Madria,Spain,EMEA,02-01-2017,Refrigerator,Catherine Gagg,1000,650,35.00%
Shanghai,China,APAC,08-12-2015,Microwave,Wolf Christian,80,58,27.50%
Shenzhen,China,APAC,03-01-2014,Vacuum Cleaner,Keith Drage,250,235,6.00%
Dublin,Ireland,EMEA,23-03-2016,Dishwasher,Andrew Phillips,500,440,12.00%
Berlin,Germany,EMEA,21-10-2017,Blender,Kate Pearce,50,46,8.00%
San Fransisco,USA,NA,07-06-2018,Coffee grinder,Patricia Sewell,70,63,10.00%
Buenos Aires,Argentina,LATAM,14-03-2018,Ceiling fan,Naeem Perry,150,128,14.67%
Bangkok,Thailand,APAC,11-12-2016,Ceiling fan,Nicole Marshall,150,150,0.00%
Moscow,Russia,EMEA,12-02-2017,Dishwasher,Zulfiqar Mirza,500,485,3.00%
Athens,Greece,EMEA,26-05-2017,Vacuum Cleaner,Sarah Chadwick,250,230,8.00%
Birmingham,UK,EMEA,30-09-2016,Coffee grinder,Philip Collins,70,62,11.43%
Bangkok,Thailand,APAC,08-07-2017,Air conditioner,Jonathan Pereira,700,665,5.00%
Kansas City,USA,NA,30-10-2017,Toaster,Nick Gee,50,50,0.00%
Dublin,Ireland,EMEA,05-06-2014,Microwave,Robert Harris,80,56,30.00%
Prague,Czech Republic,EMEA,30-06-2018,Coffee grinder,Stephen Nolan,70,65,7.14%
Santiago,Chile,LATAM,18-05-2016,Toaster,Karen Hopewell,50,43,14.00%
Delhi,India,APAC,11-10-2015,Ceiling fan,Roger Silvester,150,126,16.00%
Shanghai,China,APAC,31-01-2015,Dishwasher,Paul Power,500,360,28.00%
Buenos Aires,Argentina,LATAM,09-09-2016,Microwave,Nicola Nathan,80,71,11.25%
Kansas City,USA,NA,15-01-2014,Iron,Robert Arnold,30,29,3.33%
Warsaw,Poland,EMEA,29-12-2016,Vacuum Cleaner,Alexandra Wright,250,248,0.80%
Tokyo,Japan,APAC,21-10-2018,Iron,Nicholas Goude,30,27,10.00%
Paris,France,EMEA,01-08-2017,Coffee grinder,Rory Bullion,70,66,5.71%
Toronto,Canada,NA,22-09-2014,Toaster,David Shiner,50,50,0.00%
Rome,Italy,EMEA,10-05-2015,Refrigerator,Michael Toy,1000,690,31.00%
Kansas City,USA,NA,25-05-2017,Ceiling fan,Ronnette Stocks,150,150,0.00%
Bangalore,India,APAC,11-08-2015,Air conditioner,Paul Rule,700,560,20.00%
Mexico City,Mexico,LATAM,18-03-2014,Oven,Malcolm Griffith,500,495,1.00%
Chicago,USA,NA,16-01-2015,Iron,Amelia Scott,30,30,0.00%
Sydney,Australia,APAC,01-12-2015,Ceiling fan,Armand Ahmed,150,132,12.00%
Lima,Peru,LATAM,12-12-2014,Dishwasher,Cheryl Glover,500,425,15.00%
Dubai,UAE,EMEA,06-12-2017,Refrigerator,George Smith,1000,790,21.00%
Istanbul,Turkey,EMEA,14-06-2016,Refrigerator,David Philp,1000,980,2.00%
Tel Aviv,Israel,EMEA,08-04-2015,Dishwasher,Maureen Reynolds,500,345,31.00%
Istanbul,Turkey,EMEA,25-10-2016,Blender,Mark Sayer,50,44,12.00%
Mexico City,Mexico,LATAM,30-01-2018,Blender,Malcolm Griffith,50,43,14.00%
Kuala Lumpur,Malaysia,APAC,11-04-2018,Iron,Harold Lunn,30,29,3.33%
Kuala Lumpur,Malaysia,APAC,30-06-2017,Iron,Rachel Oliver,30,29,3.33%
Chicago,USA,NA,07-09-2016,Air conditioner,Heather McGill,700,700,0.00%
London,UK,EMEA,09-02-2015,Vacuum Cleaner,William Cruse,250,238,4.80%
Riyadh,Saudi Arabia,EMEA,19-01-2017,Dishwasher,David Adams,500,485,3.00%
New York,USA,NA,26-05-2014,Washing Machine,Simon Hirst,800,456,43.00%
Seattle,USA,NA,10-08-2017,Coffee grinder,Lesleyann Pope,70,66,5.71%
London,UK,EMEA,11-07-2014,Iron,James Neville,30,30,0.00%
Seoul,South Korea,APAC,12-11-2016,Iron,Steven Wood,30,29,3.33%
Paris,France,EMEA,02-07-2015,Coffee grinder,Darren Webb,70,62,11.43%
Kansas City,USA,NA,03-07-2015,Oven,Nick Gee,500,500,0.00%
Toronto,Canada,NA,01-07-2016,Blender,Alison Storey,50,45,10.00%
Madria,Spain,EMEA,16-03-2018,Air conditioner,Martin Mishra,700,623,11.00%
Delhi,India,APAC,21-08-2017,Oven,Gillian Harris,500,490,2.00%
Prague,Czech Republic,EMEA,14-06-2017,Blender,Edward Khan,50,22,56.00%
Bogota,Columbia,LATAM,08-06-2018,Ceiling fan,Philip Mishra,150,129,14.00%
Birmingham,UK,EMEA,05-08-2014,Microwave,Philip Collins,80,78,2.50%
Berlin,Germany,EMEA,28-05-2014,Vacuum Cleaner,Kate Pearce,250,208,16.80%
Capetown,South Africa,EMEA,23-05-2015,Blender,Marcus Jacob,50,37,26.00%
Santiago,Chile,LATAM,01-01-2015,Ceiling fan,Bruce McPhee,150,143,4.67%
Toronto,Canada,NA,14-05-2017,Blender,Nick Blacklock,50,46,8.00%
Bogota,Columbia,LATAM,24-10-2015,Iron,Margaret Buck,30,29,3.33%
Kuala Lumpur,Malaysia,APAC,30-08-2018,Blender,Valerie Hook,50,44,12.00%
Athens,Greece,EMEA,12-09-2017,Iron,Olivia Reynolds,30,29,3.33%
Paris,France,EMEA,10-04-2014,Washing Machine,Joanne Sayer,800,720,10.00%
Bogota,Columbia,LATAM,10-05-2014,Dishwasher,Sandra Rew,500,430,14.00%
Madria,Spain,EMEA,04-04-2017,Iron,Penelope Freeland,30,29,3.33%
Warsaw,Poland,EMEA,26-01-2014,Coffee grinder,Alexandra Wright,70,53,24.29%
Seattle,USA,NA,04-10-2014,Blender,Kevin Styles,50,41,18.00%
Chicago,USA,NA,28-10-2016,Washing Machine,Richard Hughes,800,600,25.00%
Riyadh,Saudi Arabia,EMEA,09-09-2016,Ceiling fan,Lloyd Barr,150,143,4.67%
Tokyo,Japan,APAC,25-07-2017,Dishwasher,Basil Bell,500,480,4.00%
Birmingham,UK,EMEA,14-05-2018,Oven,Robert Stocks,500,495,1.00%
Bucharest,Romania,EMEA,27-06-2014,Ceiling fan,Bruce Neville,150,147,2.00%
Berlin,Germany,EMEA,11-12-2016,Blender,John Gunter,50,49,2.00%
Warsaw,Poland,EMEA,13-10-2016,Microwave,Valerie Brown,80,69,13.75%
Athens,Greece,EMEA,28-02-2016,Iron,Martin Timmins,30,26,13.33%
Paris,France,EMEA,24-01-2016,Washing Machine,Philip Tubbs,800,592,26.00%
Shenzhen,China,APAC,01-05-2014,Air conditioner,Alastair Mills,700,560,20.00%
Bogota,Columbia,LATAM,25-09-2018,Blender,Russell Thorley,50,45,10.00%
Ho Chi Minh City,Vietnam,APAC,04-03-2015,Coffee grinder,Frank Sewell,70,67,4.29%
Tokyo,Japan,APAC,07-09-2016,Vacuum Cleaner,Alexander Uddin,250,240,4.00%
Lima,Peru,LATAM,29-09-2016,Toaster,Rachel Howard,50,46,8.00%
Rome,Italy,EMEA,02-12-2018,Vacuum Cleaner,Steven Bell,250,240,4.00%
Bogota,Columbia,LATAM,01-01-2015,Vacuum Cleaner,Ronald Curtis,250,220,12.00%
Tel Aviv,Israel,EMEA,18-09-2015,Toaster,Rebecca Delo,50,34,32.00%
Sao Paolo,Brazil,LATAM,13-12-2017,Oven,Elizabeth Holloway,500,490,2.00%
Bangalore,India,APAC,01-12-2017,Washing Machine,Stuart Sykes,800,608,24.00%
Seattle,USA,NA,24-10-2018,Iron,Harold Green,30,29,3.33%
Toronto,Canada,NA,25-12-2017,Vacuum Cleaner,Robin Hall,250,235,6.00%
Amsterdam,Netherlands,EMEA,11-06-2017,Dishwasher,Allyson Rush,500,465,7.00%
Buenos Aires,Argentina,LATAM,09-10-2016,Ceiling fan,Stuart Brown,150,140,6.67%
Buenos Aires,Argentina,LATAM,06-10-2017,Air conditioner,Kevin Curtis,700,658,6.00%
